RunId,iteration,Step,size,n_resources,capacidad,densidad_obstaculos,max_steps,policy,lambda_dinamismo,costo_edicion,competencia,radio,rng,politica,entregas,pasos_utiles,pasos_deliberando,n_ediciones,n_ediciones_desperdiciadas,divergencias_reales,divergencias_detectadas,tareas_fallidas,carga_perdida,ceguera,latencia_deteccion,utilidad_bruta,costo_deliberacion,utilidad_neta
46,4,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,0,1.0,,4,CLOSED_LOOP,27,396,0,12,1,11,11,4,0,0.0,1.0,270.0,0.0,270.0
55,5,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0,1.0,,5,CLOSED_LOOP,30,400,0,0,0,0,0,0,0,0.0,0.0,300.0,0.0,300.0
61,6,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,0,1.0,,6,OPEN_LOOP,27,389,0,0,0,11,11,11,0,0.0,1.0,270.0,0.0,270.0
56,5,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,0,1.0,,5,CLOSED_LOOP,30,395,0,17,3,14,14,5,0,0.0,1.0,300.0,0.0,300.0
62,6,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0,1.0,,6,OPEN_LOOP,21,380,0,0,0,24,24,20,0,0.0,1.0,210.0,0.0,210.0
57,5,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0,1.0,,5,CLOSED_LOOP,27,396,0,21,4,17,17,4,0,0.0,1.0,270.0,0.0,270.0
49,4,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0,1.0,,4,CLOSED_LOOP,24,399,0,110,54,56,56,1,0,0.0,1.0,240.0,0.0,240.0
60,6,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0,1.0,,6,OPEN_LOOP,30,400,0,0,0,0,0,0,0,0.0,0.0,300.0,0.0,300.0
54,5,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0,1.0,,5,OPEN_LOOP,21,350,0,0,0,78,78,50,0,0.0,1.0,210.0,0.0,210.0
66,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,0,1.0,,6,CLOSED_LOOP,27,396,0,15,3,12,12,4,0,0.0,1.0,270.0,0.0,270.0
65,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0,1.0,,6,CLOSED_LOOP,30,400,0,0,0,0,0,0,0,0.0,0.0,300.0,0.0,300.0
58,5,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,0,1.0,,5,CLOSED_LOOP,27,399,0,77,23,54,54,1,0,0.0,1.0,270.0,0.0,270.0
70,7,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0,1.0,,7,OPEN_LOOP,27,400,0,0,0,0,0,0,0,0.0,0.0,270.0,0.0,270.0
63,6,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0,1.0,,6,OPEN_LOOP,21,373,0,0,0,47,47,27,0,0.0,1.0,210.0,0.0,210.0
72,7,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0,1.0,,7,OPEN_LOOP,24,380,0,0,0,25,25,20,0,0.0,1.0,240.0,0.0,240.0
73,7,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0,1.0,,7,OPEN_LOOP,27,371,0,0,0,45,45,29,0,0.0,1.0,270.0,0.0,270.0
68,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,0,1.0,,6,CLOSED_LOOP,27,397,0,67,20,47,47,3,0,0.0,1.0,270.0,0.0,270.0
75,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0,1.0,,7,CLOSED_LOOP,27,400,0,0,0,0,0,0,0,0.0,0.0,270.0,0.0,270.0
67,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0,1.0,,6,CLOSED_LOOP,27,398,0,25,3,22,22,2,0,0.0,1.0,270.0,0.0,270.0
59,5,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0,1.0,,5,CLOSED_LOOP,27,399,0,120,60,60,60,1,0,0.0,1.0,270.0,0.0,270.0
64,6,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0,1.0,,6,OPEN_LOOP,21,357,0,0,0,76,76,43,0,0.0,1.0,210.0,0.0,210.0
71,7,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,0,1.0,,7,OPEN_LOOP,24,392,0,0,0,5,5,8,0,0.0,1.0,240.0,0.0,240.0
74,7,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0,1.0,,7,OPEN_LOOP,21,362,0,0,0,65,65,38,0,0.0,1.0,210.0,0.0,210.0
76,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,0,1.0,,7,CLOSED_LOOP,27,396,0,10,1,9,9,4,0,0.0,1.0,270.0,0.0,270.0
80,8,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0,1.0,,8,OPEN_LOOP,24,400,0,0,0,0,0,0,0,0.0,0.0,240.0,0.0,240.0
69,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0,1.0,,6,CLOSED_LOOP,27,400,0,99,39,61,60,0,0,0.016393442622950838,1.0,270.0,0.0,270.0
82,8,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0,1.0,,8,OPEN_LOOP,21,383,0,0,0,25,25,17,0,0.0,1.0,210.0,0.0,210.0
83,8,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0,1.0,,8,OPEN_LOOP,24,376,0,0,0,48,48,24,0,0.0,1.0,240.0,0.0,240.0
79,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0,1.0,,7,CLOSED_LOOP,27,400,0,106,44,62,62,0,0,0.0,1.0,270.0,0.0,270.0
77,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0,1.0,,7,CLOSED_LOOP,24,399,0,28,3,25,25,1,0,0.0,1.0,240.0,0.0,240.0
87,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0,1.0,,8,CLOSED_LOOP,27,397,0,25,2,23,23,3,0,0.0,1.0,270.0,0.0,270.0
84,8,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0,1.0,,8,OPEN_LOOP,21,358,0,0,0,68,68,42,0,0.0,1.0,210.0,0.0,210.0
85,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0,1.0,,8,CLOSED_LOOP,24,400,0,0,0,0,0,0,0,0.0,0.0,240.0,0.0,240.0
88,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,0,1.0,,8,CLOSED_LOOP,27,398,0,55,14,41,41,2,0,0.0,1.0,270.0,0.0,270.0
81,8,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,0,1.0,,8,OPEN_LOOP,27,390,0,0,0,9,9,10,0,0.0,1.0,270.0,0.0,270.0
92,9,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0,1.0,,9,OPEN_LOOP,27,381,0,0,0,22,22,19,0,0.0,1.0,270.0,0.0,270.0
91,9,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,0,1.0,,9,OPEN_LOOP,24,389,0,0,0,11,11,11,0,0.0,1.0,240.0,0.0,240.0
78,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,0,1.0,,7,CLOSED_LOOP,27,399,0,74,28,47,46,1,0,0.021276595744680882,1.0,270.0,0.0,270.0
95,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0,1.0,,9,CLOSED_LOOP,24,400,0,0,0,0,0,0,0,0.0,0.0,240.0,0.0,240.0
86,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,0,1.0,,8,CLOSED_LOOP,24,396,0,14,0,14,14,4,0,0.0,1.0,240.0,0.0,240.0
93,9,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0,1.0,,9,OPEN_LOOP,24,384,0,0,0,36,35,16,0,0.02777777777777779,1.0,240.0,0.0,240.0
90,9,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0,1.0,,9,OPEN_LOOP,24,400,0,0,0,0,0,0,0,0.0,0.0,240.0,0.0,240.0
96,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,0,1.0,,9,CLOSED_LOOP,24,396,0,7,0,7,7,4,0,0.0,1.0,240.0,0.0,240.0
101,10,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,0,1.0,,10,OPEN_LOOP,24,393,0,0,0,6,6,7,0,0.0,1.0,240.0,0.0,240.0
94,9,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0,1.0,,9,OPEN_LOOP,21,360,0,0,0,67,67,40,0,0.0,1.0,210.0,0.0,210.0
97,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0,1.0,,9,CLOSED_LOOP,24,399,0,31,10,21,21,1,0,0.0,1.0,240.0,0.0,240.0
102,10,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0,1.0,,10,OPEN_LOOP,24,384,0,0,0,22,22,16,0,0.0,1.0,240.0,0.0,240.0
105,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0,1.0,,10,CLOSED_LOOP,30,400,0,0,0,0,0,0,0,0.0,0.0,300.0,0.0,300.0
100,10,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0,1.0,,10,OPEN_LOOP,30,400,0,0,0,0,0,0,0,0.0,0.0,300.0,0.0,300.0
106,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,0,1.0,,10,CLOSED_LOOP,24,395,0,7,1,6,6,5,0,0.0,1.0,240.0,0.0,240.0
103,10,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0,1.0,,10,OPEN_LOOP,21,369,0,0,0,53,53,31,0,0.0,1.0,210.0,0.0,210.0
99,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0,1.0,,9,CLOSED_LOOP,24,399,0,126,71,55,55,1,0,0.0,1.0,240.0,0.0,240.0
98,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,0,1.0,,9,CLOSED_LOOP,27,399,0,52,11,42,41,1,0,0.023809523809523836,1.0,270.0,0.0,270.0
104,10,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0,1.0,,10,OPEN_LOOP,24,356,0,0,0,70,70,44,0,0.0,1.0,240.0,0.0,240.0
107,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0,1.0,,10,CLOSED_LOOP,27,397,0,15,0,15,15,3,0,0.0,1.0,270.0,0.0,270.0
89,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0,1.0,,8,CLOSED_LOOP,27,400,0,116,51,65,65,0,0,0.0,1.0,270.0,0.0,270.0
112,11,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0,1.0,,11,OPEN_LOOP,24,383,0,0,0,21,21,17,0,0.0,1.0,240.0,0.0,240.0
115,11,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0,1.0,,11,CLOSED_LOOP,27,400,0,0,0,0,0,0,0,0.0,0.0,270.0,0.0,270.0
110,11,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0,1.0,,11,OPEN_LOOP,27,400,0,0,0,0,0,0,0,0.0,0.0,270.0,0.0,270.0
108,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,0,1.0,,10,CLOSED_LOOP,27,398,0,49,16,33,33,2,0,0.0,1.0,270.0,0.0,270.0
111,11,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,0,1.0,,11,OPEN_LOOP,24,387,0,0,0,13,13,13,0,0.0,1.0,240.0,0.0,240.0
113,11,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0,1.0,,11,OPEN_LOOP,21,372,0,0,0,47,47,28,0,0.0,1.0,210.0,0.0,210.0
109,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0,1.0,,10,CLOSED_LOOP,24,399,0,119,53,66,66,1,0,0.0,1.0,240.0,0.0,240.0
120,12,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0,1.0,,12,OPEN_LOOP,24,400,0,0,0,0,0,0,0,0.0,0.0,240.0,0.0,240.0
121,12,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,0,1.0,,12,OPEN_LOOP,21,388,0,0,0,10,10,12,0,0.0,1.0,210.0,0.0,210.0
116,11,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,0,1.0,,11,CLOSED_LOOP,27,397,0,14,0,14,14,3,0,0.0,1.0,270.0,0.0,270.0
122,12,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0,1.0,,12,OPEN_LOOP,24,385,0,0,0,26,26,15,0,0.0,1.0,240.0,0.0,240.0
114,11,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0,1.0,,11,OPEN_LOOP,24,353,0,0,0,78,78,47,0,0.0,1.0,240.0,0.0,240.0
117,11,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0,1.0,,11,CLOSED_LOOP,27,396,0,16,1,15,15,4,0,0.0,1.0,270.0,0.0,270.0
119,11,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0,1.0,,11,CLOSED_LOOP,24,399,0,114,52,62,62,1,0,0.0,1.0,240.0,0.0,240.0
126,12,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,0,1.0,,12,CLOSED_LOOP,27,396,0,8,1,7,7,4,0,0.0,1.0,270.0,0.0,270.0
125,12,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0,1.0,,12,CLOSED_LOOP,24,400,0,0,0,0,0,0,0,0.0,0.0,240.0,0.0,240.0
127,12,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0,1.0,,12,CLOSED_LOOP,24,398,0,22,3,19,19,2,0,0.0,1.0,240.0,0.0,240.0
128,12,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,0,1.0,,12,CLOSED_LOOP,24,397,0,62,20,42,42,3,0,0.0,1.0,240.0,0.0,240.0
124,12,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0,1.0,,12,OPEN_LOOP,21,353,0,0,0,70,69,47,0,0.014285714285714235,1.0,210.0,0.0,210.0
123,12,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0,1.0,,12,OPEN_LOOP,21,366,0,0,0,54,53,34,0,0.01851851851851849,1.0,210.0,0.0,210.0
132,13,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0,1.0,,13,OPEN_LOOP,24,383,0,0,0,23,23,17,0,0.0,1.0,240.0,0.0,240.0
118,11,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,0,1.0,,11,CLOSED_LOOP,24,395,0,47,11,36,36,5,0,0.0,1.0,240.0,0.0,240.0
134,13,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0,1.0,,13,OPEN_LOOP,24,358,0,0,0,70,70,42,0,0.0,1.0,240.0,0.0,240.0
131,13,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,0,1.0,,13,OPEN_LOOP,27,385,0,0,0,10,10,15,0,0.0,1.0,270.0,0.0,270.0
135,13,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0,1.0,,13,CLOSED_LOOP,30,400,0,0,0,0,0,0,0,0.0,0.0,300.0,0.0,300.0
130,13,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0,1.0,,13,OPEN_LOOP,30,400,0,0,0,0,0,0,0,0.0,0.0,300.0,0.0,300.0
129,12,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0,1.0,,12,CLOSED_LOOP,27,400,0,114,54,61,60,0,0,0.016393442622950838,1.0,270.0,0.0,270.0
137,13,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0,1.0,,13,CLOSED_LOOP,27,395,0,24,3,22,21,5,0,0.045454545454545414,1.0,270.0,0.0,270.0
142,14,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0,1.0,,14,OPEN_LOOP,27,384,0,0,0,23,23,16,0,0.0,1.0,270.0,0.0,270.0
141,14,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,0,1.0,,14,OPEN_LOOP,24,392,0,0,0,9,9,8,0,0.0,1.0,240.0,0.0,240.0
136,13,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,0,1.0,,13,CLOSED_LOOP,27,398,0,17,0,17,17,2,0,0.0,1.0,270.0,0.0,270.0
138,13,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,0,1.0,,13,CLOSED_LOOP,30,399,0,56,11,46,45,1,0,0.021739130434782594,1.0,300.0,0.0,300.0
140,14,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0,1.0,,14,OPEN_LOOP,24,400,0,0,0,0,0,0,0,0.0,0.0,240.0,0.0,240.0
133,13,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0,1.0,,13,OPEN_LOOP,21,375,0,0,0,51,51,25,0,0.0,1.0,210.0,0.0,210.0
145,14,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0,1.0,,14,CLOSED_LOOP,24,400,0,0,0,0,0,0,0,0.0,0.0,240.0,0.0,240.0
150,15,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0,1.0,,15,OPEN_LOOP,27,400,0,0,0,0,0,0,0,0.0,0.0,270.0,0.0,270.0
146,14,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,0,1.0,,14,CLOSED_LOOP,24,399,0,11,0,12,11,1,0,0.08333333333333337,1.0,240.0,0.0,240.0
147,14,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0,1.0,,14,CLOSED_LOOP,21,398,0,20,2,18,18,2,0,0.0,1.0,210.0,0.0,210.0
139,13,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0,1.0,,13,CLOSED_LOOP,27,399,0,135,81,54,54,1,0,0.0,1.0,270.0,0.0,270.0
