RunId,iteration,Step,size,n_resources,capacidad,densidad_obstaculos,max_steps,policy,lambda_dinamismo,competencia,costo_edicion,radio,rng,politica,entregas,pasos_utiles,pasos_deliberando,n_ediciones,n_ediciones_desperdiciadas,divergencias_reales,divergencias_detectadas,tareas_fallidas,carga_perdida,ceguera,latencia_deteccion,utilidad_bruta,costo_deliberacion,utilidad_neta
0,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0.5,5,3,0,OPEN_LOOP,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
1,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0.7,5,3,0,OPEN_LOOP,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
2,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0.9,5,3,0,OPEN_LOOP,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
3,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,1.0,5,3,0,OPEN_LOOP,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
4,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0.5,5,3,0,OPEN_LOOP,6,398,0,0,0,3,3,2,0,0.0,1.0,60.0,0.0,60.0
5,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0.7,5,3,0,OPEN_LOOP,6,398,0,0,0,3,3,2,0,0.0,1.0,60.0,0.0,60.0
6,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0.9,5,3,0,OPEN_LOOP,6,398,0,0,0,3,3,2,0,0.0,1.0,60.0,0.0,60.0
7,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,1.0,5,3,0,OPEN_LOOP,6,398,0,0,0,3,3,2,0,0.0,1.0,60.0,0.0,60.0
8,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0.5,5,3,0,OPEN_LOOP,8,396,0,0,0,5,5,4,0,0.0,1.8,80.0,0.0,80.0
10,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0.9,5,3,0,OPEN_LOOP,8,396,0,0,0,5,5,4,0,0.0,1.8,80.0,0.0,80.0
9,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0.7,5,3,0,OPEN_LOOP,8,396,0,0,0,5,5,4,0,0.0,1.8,80.0,0.0,80.0
11,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,1.0,5,3,0,OPEN_LOOP,8,396,0,0,0,5,5,4,0,0.0,1.8,80.0,0.0,80.0
13,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0.7,5,3,0,OPEN_LOOP,8,394,0,0,0,8,8,6,0,0.0,1.25,80.0,0.0,80.0
15,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,1.0,5,3,0,OPEN_LOOP,8,394,0,0,0,8,8,6,0,0.0,1.25,80.0,0.0,80.0
14,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0.9,5,3,0,OPEN_LOOP,8,394,0,0,0,8,8,6,0,0.0,1.25,80.0,0.0,80.0
12,0,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0.5,5,3,0,OPEN_LOOP,8,394,0,0,0,8,8,6,0,0.0,1.25,80.0,0.0,80.0
16,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.0,0.5,5,3,0,COLD_RESTART,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
17,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.0,0.7,5,3,0,COLD_RESTART,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
18,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.0,0.9,5,3,0,COLD_RESTART,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
19,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.0,1.0,5,3,0,COLD_RESTART,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
20,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.1,0.5,5,3,0,COLD_RESTART,6,373,23,4,3,5,5,0,0,0.0,1.0,60.0,0.0,60.0
22,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.1,0.9,5,3,0,COLD_RESTART,10,338,50,10,2,10,10,2,0,0.0,2.7,100.0,0.0,100.0
21,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.1,0.7,5,3,0,COLD_RESTART,10,322,64,12,4,15,14,2,0,0.06666666666666665,2.7857142857142856,100.0,0.0,100.0
23,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.1,1.0,5,3,0,COLD_RESTART,11,333,56,9,7,15,14,1,1,0.06666666666666665,2.4285714285714284,110.0,0.0,110.0
26,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.25,0.9,5,3,0,COLD_RESTART,6,341,47,5,11,16,16,4,0,0.0,1.0,60.0,0.0,60.0
27,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.25,1.0,5,3,0,COLD_RESTART,6,341,47,5,11,16,16,4,0,0.0,1.0,60.0,0.0,60.0
24,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.25,0.5,5,3,0,COLD_RESTART,4,261,122,11,39,31,31,3,0,0.0,1.2903225806451613,40.0,0.0,40.0
25,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.25,0.7,5,3,0,COLD_RESTART,5,217,162,17,53,38,37,4,2,0.02631578947368418,1.2702702702702702,50.0,0.0,50.0
28,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.5,0.5,5,3,0,COLD_RESTART,3,170,197,14,98,63,63,10,0,0.0,1.0,30.0,0.0,30.0
29,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.5,0.7,5,3,0,COLD_RESTART,3,219,160,6,94,53,50,8,0,0.05660377358490565,1.06,30.0,0.0,30.0
30,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.5,0.9,5,3,0,COLD_RESTART,3,266,109,6,51,40,39,11,0,0.025000000000000022,1.1282051282051282,30.0,0.0,30.0
34,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0.9,5,3,0,CLOSED_LOOP,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
33,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0.7,5,3,0,CLOSED_LOOP,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
32,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0.5,5,3,0,CLOSED_LOOP,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
35,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,1.0,5,3,0,CLOSED_LOOP,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
36,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0.5,5,3,0,CLOSED_LOOP,6,373,23,4,3,5,5,0,0,0.0,1.0,60.0,0.0,60.0
31,0,400.0,15,8,3,0.15,400,COLD_RESTART,0.5,1.0,5,3,0,COLD_RESTART,1,84,295,11,143,86,85,7,0,0.011627906976744207,1.0470588235294118,10.0,0.0,10.0
37,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0.7,5,3,0,CLOSED_LOOP,10,322,64,12,4,15,14,2,0,0.06666666666666665,2.7857142857142856,100.0,0.0,100.0
40,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,0.5,5,3,0,CLOSED_LOOP,4,261,122,11,39,31,31,3,0,0.0,1.2903225806451613,40.0,0.0,40.0
38,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0.9,5,3,0,CLOSED_LOOP,10,338,50,10,2,10,10,2,0,0.0,2.7,100.0,0.0,100.0
41,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,0.7,5,3,0,CLOSED_LOOP,7,317,69,10,12,19,19,3,0,0.0,1.736842105263158,70.0,0.0,70.0
43,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,1.0,5,3,0,CLOSED_LOOP,6,341,47,5,11,16,16,4,0,0.0,1.0,60.0,0.0,60.0
42,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,0.9,5,3,0,CLOSED_LOOP,6,341,47,5,11,16,16,4,0,0.0,1.0,60.0,0.0,60.0
46,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0.9,5,3,0,CLOSED_LOOP,3,266,109,6,51,40,39,11,0,0.025000000000000022,1.1282051282051282,30.0,0.0,30.0
49,0,400.0,15,8,3,0.15,400,GOVERNED,0.0,0.7,5,3,0,GOVERNED,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
51,0,400.0,15,8,3,0.15,400,GOVERNED,0.0,1.0,5,3,0,GOVERNED,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
50,0,400.0,15,8,3,0.15,400,GOVERNED,0.0,0.9,5,3,0,GOVERNED,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
48,0,400.0,15,8,3,0.15,400,GOVERNED,0.0,0.5,5,3,0,GOVERNED,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
52,0,400.0,15,8,3,0.15,400,GOVERNED,0.1,0.5,5,3,0,GOVERNED,6,373,23,4,3,5,5,0,0,0.0,1.0,60.0,0.0,60.0
39,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,1.0,5,3,0,CLOSED_LOOP,12,345,45,9,1,9,9,1,0,0.0,3.2222222222222223,120.0,0.0,120.0
53,0,400.0,15,8,3,0.15,400,GOVERNED,0.1,0.7,5,3,0,GOVERNED,10,322,64,12,4,15,14,2,0,0.06666666666666665,2.7857142857142856,100.0,0.0,100.0
54,0,400.0,15,8,3,0.15,400,GOVERNED,0.1,0.9,5,3,0,GOVERNED,10,338,50,10,2,10,10,2,0,0.0,2.7,100.0,0.0,100.0
55,0,400.0,15,8,3,0.15,400,GOVERNED,0.1,1.0,5,3,0,GOVERNED,12,345,45,9,1,9,9,1,0,0.0,3.2222222222222223,120.0,0.0,120.0
47,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,1.0,5,3,0,CLOSED_LOOP,1,84,295,11,143,86,85,7,0,0.011627906976744207,1.0470588235294118,10.0,0.0,10.0
45,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0.7,5,3,0,CLOSED_LOOP,3,219,160,6,94,53,50,8,0,0.05660377358490565,1.06,30.0,0.0,30.0
57,0,400.0,15,8,3,0.15,400,GOVERNED,0.25,0.7,5,3,0,GOVERNED,7,317,69,10,12,19,19,3,0,0.0,1.736842105263158,70.0,0.0,70.0
44,0,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0.5,5,3,0,CLOSED_LOOP,3,170,197,14,98,63,63,10,0,0.0,1.0,30.0,0.0,30.0
59,0,400.0,15,8,3,0.15,400,GOVERNED,0.25,1.0,5,3,0,GOVERNED,6,341,47,5,11,16,16,4,0,0.0,1.0,60.0,0.0,60.0
58,0,400.0,15,8,3,0.15,400,GOVERNED,0.25,0.9,5,3,0,GOVERNED,6,341,47,5,11,16,16,4,0,0.0,1.0,60.0,0.0,60.0
66,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0.9,5,3,1,OPEN_LOOP,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
60,0,400.0,15,8,3,0.15,400,GOVERNED,0.5,0.5,5,3,0,GOVERNED,3,170,197,14,98,63,63,10,0,0.0,1.0,30.0,0.0,30.0
56,0,400.0,15,8,3,0.15,400,GOVERNED,0.25,0.5,5,3,0,GOVERNED,4,261,122,11,39,31,31,3,0,0.0,1.2903225806451613,40.0,0.0,40.0
64,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0.5,5,3,1,OPEN_LOOP,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
63,0,400.0,15,8,3,0.15,400,GOVERNED,0.5,1.0,5,3,0,GOVERNED,1,84,295,11,143,86,85,7,0,0.011627906976744207,1.0470588235294118,10.0,0.0,10.0
68,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0.5,5,3,1,OPEN_LOOP,18,387,0,0,0,15,14,13,0,0.06666666666666665,3.0,180.0,0.0,180.0
65,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0.7,5,3,1,OPEN_LOOP,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
61,0,400.0,15,8,3,0.15,400,GOVERNED,0.5,0.7,5,3,0,GOVERNED,3,219,160,6,94,53,50,8,0,0.05660377358490565,1.06,30.0,0.0,30.0
62,0,400.0,15,8,3,0.15,400,GOVERNED,0.5,0.9,5,3,0,GOVERNED,3,266,109,6,51,40,39,11,0,0.025000000000000022,1.1282051282051282,30.0,0.0,30.0
71,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,1.0,5,3,1,OPEN_LOOP,18,387,0,0,0,15,14,13,0,0.06666666666666665,3.0,180.0,0.0,180.0
70,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0.9,5,3,1,OPEN_LOOP,18,387,0,0,0,15,14,13,0,0.06666666666666665,3.0,180.0,0.0,180.0
72,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0.5,5,3,1,OPEN_LOOP,18,378,0,0,0,22,22,22,0,0.0,1.6818181818181819,180.0,0.0,180.0
67,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,1.0,5,3,1,OPEN_LOOP,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
80,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.0,0.5,5,3,1,COLD_RESTART,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
82,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.0,0.9,5,3,1,COLD_RESTART,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
74,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0.9,5,3,1,OPEN_LOOP,18,378,0,0,0,22,22,22,0,0.0,1.6818181818181819,180.0,0.0,180.0
73,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0.7,5,3,1,OPEN_LOOP,18,378,0,0,0,22,22,22,0,0.0,1.6818181818181819,180.0,0.0,180.0
75,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,1.0,5,3,1,OPEN_LOOP,18,378,0,0,0,22,22,22,0,0.0,1.6818181818181819,180.0,0.0,180.0
69,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0.7,5,3,1,OPEN_LOOP,18,387,0,0,0,15,14,13,0,0.06666666666666665,3.0,180.0,0.0,180.0
79,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,1.0,5,3,1,OPEN_LOOP,10,365,0,0,0,47,46,35,0,0.021276595744680882,1.6304347826086956,100.0,0.0,100.0
76,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0.5,5,3,1,OPEN_LOOP,10,365,0,0,0,47,46,35,0,0.021276595744680882,1.6304347826086956,100.0,0.0,100.0
77,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0.7,5,3,1,OPEN_LOOP,10,365,0,0,0,47,46,35,0,0.021276595744680882,1.6304347826086956,100.0,0.0,100.0
78,1,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0.9,5,3,1,OPEN_LOOP,10,365,0,0,0,47,46,35,0,0.021276595744680882,1.6304347826086956,100.0,0.0,100.0
86,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.1,0.9,5,3,1,COLD_RESTART,8,357,34,6,4,10,10,2,2,0.0,2.9,80.0,0.0,80.0
85,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.1,0.7,5,3,1,COLD_RESTART,8,357,34,6,4,10,10,2,2,0.0,2.9,80.0,0.0,80.0
83,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.0,1.0,5,3,1,COLD_RESTART,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
84,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.1,0.5,5,3,1,COLD_RESTART,2,212,159,23,20,34,34,5,11,0.0,3.2058823529411766,20.0,0.0,20.0
81,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.0,0.7,5,3,1,COLD_RESTART,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
91,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.25,1.0,5,3,1,COLD_RESTART,7,359,30,2,11,15,15,6,0,0.0,2.533333333333333,70.0,0.0,70.0
87,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.1,1.0,5,3,1,COLD_RESTART,8,357,34,6,4,10,10,2,2,0.0,2.9,80.0,0.0,80.0
97,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0.7,5,3,1,CLOSED_LOOP,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
88,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.25,0.5,5,3,1,COLD_RESTART,7,313,71,7,20,21,21,6,0,0.0,1.2857142857142858,70.0,0.0,70.0
96,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0.5,5,3,1,CLOSED_LOOP,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
94,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.5,0.9,5,3,1,COLD_RESTART,2,208,163,4,91,59,59,13,0,0.0,1.0677966101694916,20.0,0.0,20.0
99,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,1.0,5,3,1,CLOSED_LOOP,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
89,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.25,0.7,5,3,1,COLD_RESTART,4,235,145,17,45,37,37,3,4,0.0,1.5945945945945945,40.0,0.0,40.0
98,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0.9,5,3,1,CLOSED_LOOP,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
90,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.25,0.9,5,3,1,COLD_RESTART,2,112,260,23,110,64,64,4,2,0.0,1.4375,20.0,0.0,20.0
93,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.5,0.7,5,3,1,COLD_RESTART,3,209,171,5,89,54,54,8,0,0.0,1.0,30.0,0.0,30.0
92,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.5,0.5,5,3,1,COLD_RESTART,2,212,166,7,81,52,51,8,1,0.019230769230769273,1.0588235294117647,20.0,0.0,20.0
101,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0.7,5,3,1,CLOSED_LOOP,11,317,70,12,8,16,16,1,0,0.0,1.8125,110.0,0.0,110.0
95,1,400.0,15,8,3,0.15,400,COLD_RESTART,0.5,1.0,5,3,1,COLD_RESTART,1,106,262,13,155,76,76,11,0,0.0,1.0263157894736843,10.0,0.0,10.0
104,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,0.5,5,3,1,CLOSED_LOOP,7,313,71,7,20,21,21,6,0,0.0,1.2857142857142858,70.0,0.0,70.0
103,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,1.0,5,3,1,CLOSED_LOOP,8,362,31,6,1,6,6,1,0,0.0,3.0,80.0,0.0,80.0
105,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,0.7,5,3,1,CLOSED_LOOP,8,295,89,11,19,24,24,4,0,0.0,1.6666666666666667,80.0,0.0,80.0
102,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0.9,5,3,1,CLOSED_LOOP,8,362,31,6,1,6,6,1,0,0.0,3.0,80.0,0.0,80.0
100,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0.5,5,3,1,CLOSED_LOOP,10,310,76,12,9,18,18,1,0,0.0,1.7222222222222223,100.0,0.0,100.0
106,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,0.9,5,3,1,CLOSED_LOOP,8,226,152,18,49,39,39,3,0,0.0,1.4102564102564104,80.0,0.0,80.0
113,1,400.0,15,8,3,0.15,400,GOVERNED,0.0,0.7,5,3,1,GOVERNED,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
115,1,400.0,15,8,3,0.15,400,GOVERNED,0.0,1.0,5,3,1,GOVERNED,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
114,1,400.0,15,8,3,0.15,400,GOVERNED,0.0,0.9,5,3,1,GOVERNED,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
111,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,1.0,5,3,1,CLOSED_LOOP,1,106,262,13,155,76,76,11,0,0.0,1.0263157894736843,10.0,0.0,10.0
116,1,400.0,15,8,3,0.15,400,GOVERNED,0.1,0.5,5,3,1,GOVERNED,10,310,76,12,9,18,18,1,0,0.0,1.7222222222222223,100.0,0.0,100.0
107,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,1.0,5,3,1,CLOSED_LOOP,7,359,30,2,11,15,15,6,0,0.0,2.533333333333333,70.0,0.0,70.0
112,1,400.0,15,8,3,0.15,400,GOVERNED,0.0,0.5,5,3,1,GOVERNED,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
118,1,400.0,15,8,3,0.15,400,GOVERNED,0.1,0.9,5,3,1,GOVERNED,8,362,31,6,1,6,6,1,0,0.0,3.0,80.0,0.0,80.0
109,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0.7,5,3,1,CLOSED_LOOP,3,209,171,5,89,54,54,8,0,0.0,1.0,30.0,0.0,30.0
123,1,400.0,15,8,3,0.15,400,GOVERNED,0.25,1.0,5,3,1,GOVERNED,7,359,30,2,11,15,15,6,0,0.0,2.533333333333333,70.0,0.0,70.0
121,1,400.0,15,8,3,0.15,400,GOVERNED,0.25,0.7,5,3,1,GOVERNED,8,295,89,11,19,24,24,4,0,0.0,1.6666666666666667,80.0,0.0,80.0
117,1,400.0,15,8,3,0.15,400,GOVERNED,0.1,0.7,5,3,1,GOVERNED,11,317,70,12,8,16,16,1,0,0.0,1.8125,110.0,0.0,110.0
108,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0.5,5,3,1,CLOSED_LOOP,2,88,288,10,134,82,81,7,0,0.012195121951219523,1.0123456790123457,20.0,0.0,20.0
110,1,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,0.9,5,3,1,CLOSED_LOOP,2,208,163,4,91,59,59,13,0,0.0,1.0677966101694916,20.0,0.0,20.0
122,1,400.0,15,8,3,0.15,400,GOVERNED,0.25,0.9,5,3,1,GOVERNED,8,226,152,18,49,39,39,3,0,0.0,1.4102564102564104,80.0,0.0,80.0
120,1,400.0,15,8,3,0.15,400,GOVERNED,0.25,0.5,5,3,1,GOVERNED,7,313,71,7,20,21,21,6,0,0.0,1.2857142857142858,70.0,0.0,70.0
128,2,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0.5,5,3,2,OPEN_LOOP,15,400,0,0,0,0,0,0,0,0.0,0.0,150.0,0.0,150.0
119,1,400.0,15,8,3,0.15,400,GOVERNED,0.1,1.0,5,3,1,GOVERNED,8,362,31,6,1,6,6,1,0,0.0,3.0,80.0,0.0,80.0
127,1,400.0,15,8,3,0.15,400,GOVERNED,0.5,1.0,5,3,1,GOVERNED,1,106,262,13,155,76,76,11,0,0.0,1.0263157894736843,10.0,0.0,10.0
129,2,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0.7,5,3,2,OPEN_LOOP,15,400,0,0,0,0,0,0,0,0.0,0.0,150.0,0.0,150.0
132,2,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0.5,5,3,2,OPEN_LOOP,6,399,0,0,0,1,1,1,0,0.0,1.0,60.0,0.0,60.0
130,2,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,0.9,5,3,2,OPEN_LOOP,15,400,0,0,0,0,0,0,0,0.0,0.0,150.0,0.0,150.0
134,2,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0.9,5,3,2,OPEN_LOOP,6,399,0,0,0,1,1,1,0,0.0,1.0,60.0,0.0,60.0
133,2,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,0.7,5,3,2,OPEN_LOOP,6,399,0,0,0,1,1,1,0,0.0,1.0,60.0,0.0,60.0
124,1,400.0,15,8,3,0.15,400,GOVERNED,0.5,0.5,5,3,1,GOVERNED,2,88,288,10,134,82,81,7,0,0.012195121951219523,1.0123456790123457,20.0,0.0,20.0
131,2,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,1.0,5,3,2,OPEN_LOOP,15,400,0,0,0,0,0,0,0,0.0,0.0,150.0,0.0,150.0
135,2,400.0,15,8,3,0.15,400,OPEN_LOOP,0.1,1.0,5,3,2,OPEN_LOOP,6,399,0,0,0,1,1,1,0,0.0,1.0,60.0,0.0,60.0
136,2,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0.5,5,3,2,OPEN_LOOP,9,381,0,0,0,19,19,19,0,0.0,2.0,90.0,0.0,90.0
126,1,400.0,15,8,3,0.15,400,GOVERNED,0.5,0.9,5,3,1,GOVERNED,2,208,163,4,91,59,59,13,0,0.0,1.0677966101694916,20.0,0.0,20.0
137,2,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0.7,5,3,2,OPEN_LOOP,9,381,0,0,0,19,19,19,0,0.0,2.0,90.0,0.0,90.0
139,2,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,1.0,5,3,2,OPEN_LOOP,9,381,0,0,0,19,19,19,0,0.0,2.0,90.0,0.0,90.0
140,2,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0.5,5,3,2,OPEN_LOOP,10,376,0,0,0,29,28,24,0,0.03448275862068961,1.1428571428571428,100.0,0.0,100.0
141,2,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,0.7,5,3,2,OPEN_LOOP,10,376,0,0,0,29,28,24,0,0.03448275862068961,1.1428571428571428,100.0,0.0,100.0
143,2,400.0,15,8,3,0.15,400,OPEN_LOOP,0.5,1.0,5,3,2,OPEN_LOOP,10,376,0,0,0,29,28,24,0,0.03448275862068961,1.1428571428571428,100.0,0.0,100.0
138,2,400.0,15,8,3,0.15,400,OPEN_LOOP,0.25,0.9,5,3,2,OPEN_LOOP,9,381,0,0,0,19,19,19,0,0.0,2.0,90.0,0.0,90.0
146,2,400.0,15,8,3,0.15,400,COLD_RESTART,0.0,0.9,5,3,2,COLD_RESTART,15,400,0,0,0,0,0,0,0,0.0,0.0,150.0,0.0,150.0
144,2,400.0,15,8,3,0.15,400,COLD_RESTART,0.0,0.5,5,3,2,COLD_RESTART,15,400,0,0,0,0,0,0,0,0.0,0.0,150.0,0.0,150.0
147,2,400.0,15,8,3,0.15,400,COLD_RESTART,0.0,1.0,5,3,2,COLD_RESTART,15,400,0,0,0,0,0,0,0,0.0,0.0,150.0,0.0,150.0
148,2,400.0,15,8,3,0.15,400,COLD_RESTART,0.1,0.5,5,3,2,COLD_RESTART,4,372,25,2,8,8,8,0,0,0.0,1.875,40.0,0.0,40.0
149,2,400.0,15,8,3,0.15,400,COLD_RESTART,0.1,0.7,5,3,2,COLD_RESTART,3,371,26,3,7,7,6,0,1,0.1428571428571429,1.0,30.0,0.0,30.0
