RunId,iteration,Step,size,n_resources,capacidad,densidad_obstaculos,max_steps,policy,lambda_dinamismo,costo_edicion,competencia,radio,rng,politica,entregas,pasos_utiles,pasos_deliberando,n_ediciones,n_ediciones_desperdiciadas,divergencias_reales,divergencias_detectadas,tareas_fallidas,carga_perdida,ceguera,latencia_deteccion,utilidad_bruta,costo_deliberacion,utilidad_neta
556,4,400.0,15,8,3,0.15,400,COLD_RESTART,0.5,0,0.9,3,4,COLD_RESTART,8,400,0,23,12,12,12,0,1,0.0,2.4166666666666665,80.0,0.0,80.0
562,4,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,5,0.9,3,4,CLOSED_LOOP,5,400,0,0,0,0,0,0,0,0.0,0.0,50.0,0.0,50.0
563,4,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.9,3,4,CLOSED_LOOP,5,400,0,0,0,0,0,0,0,0.0,0.0,50.0,0.0,50.0
561,4,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,2,0.9,3,4,CLOSED_LOOP,5,400,0,0,0,0,0,0,0,0.0,0.0,50.0,0.0,50.0
557,4,400.0,15,8,3,0.15,400,COLD_RESTART,0.5,2,0.9,3,4,COLD_RESTART,4,218,138,31,114,55,55,7,3,0.0,1.0909090909090908,40.0,0.0,40.0
558,4,400.0,15,8,3,0.15,400,COLD_RESTART,0.5,5,0.9,3,4,COLD_RESTART,0,204,178,6,99,50,50,9,0,0.0,1.14,0.0,0.0,0.0
560,4,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,0,0.9,3,4,CLOSED_LOOP,5,400,0,0,0,0,0,0,0,0.0,0.0,50.0,0.0,50.0
565,4,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,2,0.9,3,4,CLOSED_LOOP,5,397,2,1,0,1,1,0,0,0.0,4.0,50.0,0.0,50.0
553,4,400.0,15,8,3,0.15,400,COLD_RESTART,0.25,2,0.9,3,4,COLD_RESTART,2,389,7,2,2,6,6,2,0,0.0,3.1666666666666665,20.0,0.0,20.0
566,4,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,5,0.9,3,4,CLOSED_LOOP,12,393,5,1,0,2,2,1,0,0.0,4.0,120.0,0.0,120.0
567,4,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.9,3,4,CLOSED_LOOP,8,353,43,3,2,5,5,1,0,0.0,3.8,80.0,0.0,80.0
568,4,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,0,0.9,3,4,CLOSED_LOOP,6,399,0,2,0,4,4,1,0,0.0,4.25,60.0,0.0,60.0
559,4,400.0,15,8,3,0.15,400,COLD_RESTART,0.5,10,0.9,3,4,COLD_RESTART,0,74,316,4,131,71,71,4,0,0.0,1.0140845070422535,0.0,0.0,0.0
570,4,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,5,0.9,3,4,CLOSED_LOOP,7,368,27,3,3,9,9,1,0,0.0,3.6666666666666665,70.0,0.0,70.0
564,4,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,0,0.9,3,4,CLOSED_LOOP,5,399,0,2,0,3,3,1,0,0.0,3.3333333333333335,50.0,0.0,50.0
