RunId,iteration,Step,size,n_resources,capacidad,densidad_obstaculos,max_steps,policy,lambda_dinamismo,costo_edicion,competencia,radio,rng,politica,entregas,pasos_utiles,pasos_deliberando,n_ediciones,n_ediciones_desperdiciadas,divergencias_reales,divergencias_detectadas,tareas_fallidas,carga_perdida,ceguera,latencia_deteccion,utilidad_bruta,costo_deliberacion,utilidad_neta
51,12,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,12,CLOSED_LOOP,7,332,60,6,1,7,7,2,0,0.0,5.285714285714286,70.0,0.0,70.0
53,13,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,13,OPEN_LOOP,9,397,0,0,0,4,4,3,0,0.0,1.25,90.0,0.0,90.0
57,14,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,14,OPEN_LOOP,7,399,0,0,0,4,3,1,0,0.25,1.0,70.0,0.0,70.0
56,14,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,14,OPEN_LOOP,14,400,0,0,0,0,0,0,0,0.0,0.0,140.0,0.0,140.0
60,15,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,15,OPEN_LOOP,10,400,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,100.0
54,13,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,13,CLOSED_LOOP,11,400,0,0,0,0,0,0,0,0.0,0.0,110.0,0.0,110.0
64,16,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,16,OPEN_LOOP,15,400,0,0,0,0,0,0,0,0.0,0.0,150.0,0.0,150.0
55,13,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,13,CLOSED_LOOP,8,324,68,6,2,8,8,1,0,0.0,3.875,80.0,0.0,80.0
61,15,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,15,OPEN_LOOP,20,388,0,0,0,13,12,12,0,0.07692307692307687,6.666666666666667,200.0,0.0,200.0
58,14,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,14,CLOSED_LOOP,14,400,0,0,0,0,0,0,0,0.0,0.0,140.0,0.0,140.0
