RunId,iteration,Step,size,n_resources,capacidad,densidad_obstaculos,max_steps,policy,lambda_dinamismo,presupuesto,competencia,costo_edicion,radio,rng,politica,entregas,pasos_utiles,pasos_deliberando,n_ediciones,n_ediciones_desperdiciadas,divergencias_reales,divergencias_detectadas,tareas_fallidas,carga_perdida,ceguera,latencia_deteccion,utilidad_bruta,costo_deliberacion,utilidad_neta
127,5,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,25,0.9,5,3,5,CLOSED_LOOP,4,355,41,3,9,9,9,0,0,0.0,1.0,40.0,0.0,40.0
135,5,400.0,15,8,3,0.15,400,GOVERNED,0.1,25,0.9,5,3,5,GOVERNED,7,391,5,1,0,4,4,3,0,0.0,4.5,70.0,0.0,70.0
136,5,400.0,15,8,3,0.15,400,GOVERNED,0.25,3,0.9,5,3,5,GOVERNED,4,362,34,3,6,9,8,1,0,0.11111111111111116,1.0,40.0,0.0,40.0
139,5,400.0,15,8,3,0.15,400,GOVERNED,0.25,25,0.9,5,3,5,GOVERNED,4,355,41,3,9,9,9,0,0,0.0,1.0,40.0,0.0,40.0
144,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,3,0.9,5,3,6,CLOSED_LOOP,10,368,27,4,3,7,6,1,0,0.1428571428571429,1.6666666666666667,100.0,0.0,100.0
130,5,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,10,0.9,5,3,5,CLOSED_LOOP,0,128,253,11,140,71,71,5,0,0.0,1.028169014084507,0.0,0.0,0.0
145,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,5,0.9,5,3,6,CLOSED_LOOP,10,368,27,4,3,7,6,1,0,0.1428571428571429,1.6666666666666667,100.0,0.0,100.0
146,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,10,0.9,5,3,6,CLOSED_LOOP,10,368,27,4,3,7,6,1,0,0.1428571428571429,1.6666666666666667,100.0,0.0,100.0
147,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,25,0.9,5,3,6,CLOSED_LOOP,10,368,27,4,3,7,6,1,0,0.1428571428571429,1.6666666666666667,100.0,0.0,100.0
137,5,400.0,15,8,3,0.15,400,GOVERNED,0.25,5,0.9,5,3,5,GOVERNED,4,355,41,3,9,9,9,0,0,0.0,1.0,40.0,0.0,40.0
138,5,400.0,15,8,3,0.15,400,GOVERNED,0.25,10,0.9,5,3,5,GOVERNED,4,355,41,3,9,9,9,0,0,0.0,1.0,40.0,0.0,40.0
143,5,400.0,15,8,3,0.15,400,GOVERNED,0.5,25,0.9,5,3,5,GOVERNED,0,128,253,11,140,71,71,5,0,0.0,1.028169014084507,0.0,0.0,0.0
142,5,400.0,15,8,3,0.15,400,GOVERNED,0.5,10,0.9,5,3,5,GOVERNED,0,157,221,10,106,69,69,10,0,0.0,1.0724637681159421,0.0,0.0,0.0
149,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,5,0.9,5,3,6,CLOSED_LOOP,5,285,106,9,34,26,26,0,0,0.0,1.5384615384615385,50.0,0.0,50.0
150,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,10,0.9,5,3,6,CLOSED_LOOP,5,285,106,9,34,26,26,0,0,0.0,1.5384615384615385,50.0,0.0,50.0
141,5,400.0,15,8,3,0.15,400,GOVERNED,0.5,5,0.9,5,3,5,GOVERNED,3,226,160,5,71,54,53,7,0,0.01851851851851849,1.1320754716981132,30.0,0.0,30.0
140,5,400.0,15,8,3,0.15,400,GOVERNED,0.5,3,0.9,5,3,5,GOVERNED,12,324,49,3,21,44,44,24,0,0.0,1.4090909090909092,120.0,0.0,120.0
156,6,400.0,15,8,3,0.15,400,GOVERNED,0.1,3,0.9,5,3,6,GOVERNED,15,374,16,3,1,13,11,7,0,0.15384615384615385,3.1818181818181817,150.0,0.0,150.0
151,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,25,0.9,5,3,6,CLOSED_LOOP,5,285,106,9,34,26,26,0,0,0.0,1.5384615384615385,50.0,0.0,50.0
158,6,400.0,15,8,3,0.15,400,GOVERNED,0.1,10,0.9,5,3,6,GOVERNED,10,368,27,4,3,7,6,1,0,0.1428571428571429,1.6666666666666667,100.0,0.0,100.0
154,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,10,0.9,5,3,6,CLOSED_LOOP,0,165,212,4,104,66,65,10,0,0.015151515151515138,1.0,0.0,0.0,0.0
159,6,400.0,15,8,3,0.15,400,GOVERNED,0.1,25,0.9,5,3,6,GOVERNED,10,368,27,4,3,7,6,1,0,0.1428571428571429,1.6666666666666667,100.0,0.0,100.0
148,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,3,0.9,5,3,6,CLOSED_LOOP,5,285,106,9,34,26,26,0,0,0.0,1.5384615384615385,50.0,0.0,50.0
155,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,25,0.9,5,3,6,CLOSED_LOOP,0,165,212,4,104,66,65,10,0,0.015151515151515138,1.0,0.0,0.0,0.0
160,6,400.0,15,8,3,0.15,400,GOVERNED,0.25,3,0.9,5,3,6,GOVERNED,14,359,27,3,8,22,22,11,0,0.0,2.1818181818181817,140.0,0.0,140.0
161,6,400.0,15,8,3,0.15,400,GOVERNED,0.25,5,0.9,5,3,6,GOVERNED,11,335,51,5,15,27,26,9,0,0.03703703703703709,1.1153846153846154,110.0,0.0,110.0
153,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,5,0.9,5,3,6,CLOSED_LOOP,0,165,212,4,104,66,65,10,0,0.015151515151515138,1.0,0.0,0.0,0.0
157,6,400.0,15,8,3,0.15,400,GOVERNED,0.1,5,0.9,5,3,6,GOVERNED,10,368,27,4,3,7,6,1,0,0.1428571428571429,1.6666666666666667,100.0,0.0,100.0
168,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,3,0.9,5,3,7,CLOSED_LOOP,8,358,33,5,4,11,11,2,0,0.0,3.1818181818181817,80.0,0.0,80.0
170,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,10,0.9,5,3,7,CLOSED_LOOP,8,358,33,5,4,11,11,2,0,0.0,3.1818181818181817,80.0,0.0,80.0
166,6,400.0,15,8,3,0.15,400,GOVERNED,0.5,10,0.9,5,3,6,GOVERNED,0,165,212,4,104,66,65,10,0,0.015151515151515138,1.0,0.0,0.0,0.0
152,6,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,3,0.9,5,3,6,CLOSED_LOOP,0,165,212,4,104,66,65,10,0,0.015151515151515138,1.0,0.0,0.0,0.0
169,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,5,0.9,5,3,7,CLOSED_LOOP,8,358,33,5,4,11,11,2,0,0.0,3.1818181818181817,80.0,0.0,80.0
167,6,400.0,15,8,3,0.15,400,GOVERNED,0.5,25,0.9,5,3,6,GOVERNED,0,165,212,4,104,66,65,10,0,0.015151515151515138,1.0,0.0,0.0,0.0
171,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,25,0.9,5,3,7,CLOSED_LOOP,8,358,33,5,4,11,11,2,0,0.0,3.1818181818181817,80.0,0.0,80.0
165,6,400.0,15,8,3,0.15,400,GOVERNED,0.5,5,0.9,5,3,6,GOVERNED,0,165,212,4,104,66,65,10,0,0.015151515151515138,1.0,0.0,0.0,0.0
162,6,400.0,15,8,3,0.15,400,GOVERNED,0.25,10,0.9,5,3,6,GOVERNED,5,285,106,9,34,26,26,0,0,0.0,1.5384615384615385,50.0,0.0,50.0
163,6,400.0,15,8,3,0.15,400,GOVERNED,0.25,25,0.9,5,3,6,GOVERNED,5,285,106,9,34,26,26,0,0,0.0,1.5384615384615385,50.0,0.0,50.0
172,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,3,0.9,5,3,7,CLOSED_LOOP,9,241,143,11,40,37,37,5,0,0.0,1.3243243243243243,90.0,0.0,90.0
164,6,400.0,15,8,3,0.15,400,GOVERNED,0.5,3,0.9,5,3,6,GOVERNED,10,232,131,3,62,68,67,28,0,0.014705882352941124,1.328358208955224,100.0,0.0,100.0
173,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,5,0.9,5,3,7,CLOSED_LOOP,9,241,143,11,40,37,37,5,0,0.0,1.3243243243243243,90.0,0.0,90.0
175,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,25,0.9,5,3,7,CLOSED_LOOP,9,241,143,11,40,37,37,5,0,0.0,1.3243243243243243,90.0,0.0,90.0
180,7,400.0,15,8,3,0.15,400,GOVERNED,0.1,3,0.9,5,3,7,GOVERNED,14,375,17,3,2,13,12,5,0,0.07692307692307687,3.5833333333333335,140.0,0.0,140.0
181,7,400.0,15,8,3,0.15,400,GOVERNED,0.1,5,0.9,5,3,7,GOVERNED,11,358,32,5,4,13,12,4,0,0.07692307692307687,3.1666666666666665,110.0,0.0,110.0
178,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,10,0.9,5,3,7,CLOSED_LOOP,1,113,268,7,180,85,84,6,0,0.0117647058823529,1.0357142857142858,10.0,0.0,10.0
183,7,400.0,15,8,3,0.15,400,GOVERNED,0.1,25,0.9,5,3,7,GOVERNED,8,358,33,5,4,11,11,2,0,0.0,3.1818181818181817,80.0,0.0,80.0
176,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,3,0.9,5,3,7,CLOSED_LOOP,1,113,268,7,180,85,84,6,0,0.0117647058823529,1.0357142857142858,10.0,0.0,10.0
184,7,400.0,15,8,3,0.15,400,GOVERNED,0.25,3,0.9,5,3,7,GOVERNED,6,345,43,3,14,20,20,9,0,0.0,1.3,60.0,0.0,60.0
174,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,10,0.9,5,3,7,CLOSED_LOOP,9,241,143,11,40,37,37,5,0,0.0,1.3243243243243243,90.0,0.0,90.0
185,7,400.0,15,8,3,0.15,400,GOVERNED,0.25,5,0.9,5,3,7,GOVERNED,9,329,61,5,17,20,20,5,0,0.0,1.3,90.0,0.0,90.0
186,7,400.0,15,8,3,0.15,400,GOVERNED,0.25,10,0.9,5,3,7,GOVERNED,10,257,121,10,33,39,39,12,0,0.0,1.4871794871794872,100.0,0.0,100.0
188,7,400.0,15,8,3,0.15,400,GOVERNED,0.5,3,0.9,5,3,7,GOVERNED,13,291,76,3,29,54,53,27,0,0.01851851851851849,1.3962264150943395,130.0,0.0,130.0
177,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,5,0.9,5,3,7,CLOSED_LOOP,1,113,268,7,180,85,84,6,0,0.0117647058823529,1.0357142857142858,10.0,0.0,10.0
192,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,3,0.9,5,3,8,CLOSED_LOOP,3,379,16,2,3,5,5,2,0,0.0,1.0,30.0,0.0,30.0
193,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,5,0.9,5,3,8,CLOSED_LOOP,3,379,16,2,3,5,5,2,0,0.0,1.0,30.0,0.0,30.0
189,7,400.0,15,8,3,0.15,400,GOVERNED,0.5,5,0.9,5,3,7,GOVERNED,4,201,174,5,89,68,68,15,0,0.0,1.088235294117647,40.0,0.0,40.0
182,7,400.0,15,8,3,0.15,400,GOVERNED,0.1,10,0.9,5,3,7,GOVERNED,8,358,33,5,4,11,11,2,0,0.0,3.1818181818181817,80.0,0.0,80.0
194,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,10,0.9,5,3,8,CLOSED_LOOP,3,379,16,2,3,5,5,2,0,0.0,1.0,30.0,0.0,30.0
190,7,400.0,15,8,3,0.15,400,GOVERNED,0.5,10,0.9,5,3,7,GOVERNED,1,113,268,7,180,85,84,6,0,0.0117647058823529,1.0357142857142858,10.0,0.0,10.0
191,7,400.0,15,8,3,0.15,400,GOVERNED,0.5,25,0.9,5,3,7,GOVERNED,1,113,268,7,180,85,84,6,0,0.0117647058823529,1.0357142857142858,10.0,0.0,10.0
196,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,3,0.9,5,3,8,CLOSED_LOOP,3,382,15,1,4,5,5,1,0,0.0,1.0,30.0,0.0,30.0
197,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,5,0.9,5,3,8,CLOSED_LOOP,3,382,15,1,4,5,5,1,0,0.0,1.0,30.0,0.0,30.0
179,7,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,25,0.9,5,3,7,CLOSED_LOOP,1,113,268,7,180,85,84,6,0,0.0117647058823529,1.0357142857142858,10.0,0.0,10.0
199,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,25,0.9,5,3,8,CLOSED_LOOP,3,382,15,1,4,5,5,1,0,0.0,1.0,30.0,0.0,30.0
187,7,400.0,15,8,3,0.15,400,GOVERNED,0.25,25,0.9,5,3,7,GOVERNED,9,241,143,11,40,37,37,5,0,0.0,1.3243243243243243,90.0,0.0,90.0
195,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,25,0.9,5,3,8,CLOSED_LOOP,3,379,16,2,3,5,5,2,0,0.0,1.0,30.0,0.0,30.0
204,8,400.0,15,8,3,0.15,400,GOVERNED,0.1,3,0.9,5,3,8,GOVERNED,3,379,16,2,3,5,5,2,0,0.0,1.0,30.0,0.0,30.0
198,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,10,0.9,5,3,8,CLOSED_LOOP,3,382,15,1,4,5,5,1,0,0.0,1.0,30.0,0.0,30.0
205,8,400.0,15,8,3,0.15,400,GOVERNED,0.1,5,0.9,5,3,8,GOVERNED,3,379,16,2,3,5,5,2,0,0.0,1.0,30.0,0.0,30.0
207,8,400.0,15,8,3,0.15,400,GOVERNED,0.1,25,0.9,5,3,8,GOVERNED,3,379,16,2,3,5,5,2,0,0.0,1.0,30.0,0.0,30.0
206,8,400.0,15,8,3,0.15,400,GOVERNED,0.1,10,0.9,5,3,8,GOVERNED,3,379,16,2,3,5,5,2,0,0.0,1.0,30.0,0.0,30.0
209,8,400.0,15,8,3,0.15,400,GOVERNED,0.25,5,0.9,5,3,8,GOVERNED,3,382,15,1,4,5,5,1,0,0.0,1.0,30.0,0.0,30.0
203,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,25,0.9,5,3,8,CLOSED_LOOP,2,151,219,7,109,69,69,13,0,0.0,1.0869565217391304,20.0,0.0,20.0
210,8,400.0,15,8,3,0.15,400,GOVERNED,0.25,10,0.9,5,3,8,GOVERNED,3,382,15,1,4,5,5,1,0,0.0,1.0,30.0,0.0,30.0
208,8,400.0,15,8,3,0.15,400,GOVERNED,0.25,3,0.9,5,3,8,GOVERNED,3,382,15,1,4,5,5,1,0,0.0,1.0,30.0,0.0,30.0
201,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,5,0.9,5,3,8,CLOSED_LOOP,2,151,219,7,109,69,69,13,0,0.0,1.0869565217391304,20.0,0.0,20.0
200,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,3,0.9,5,3,8,CLOSED_LOOP,2,151,219,7,109,69,69,13,0,0.0,1.0869565217391304,20.0,0.0,20.0
202,8,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,10,0.9,5,3,8,CLOSED_LOOP,2,151,219,7,109,69,69,13,0,0.0,1.0869565217391304,20.0,0.0,20.0
217,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,5,0.9,5,3,9,CLOSED_LOOP,7,372,21,4,3,6,6,2,0,0.0,4.0,70.0,0.0,70.0
218,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,10,0.9,5,3,9,CLOSED_LOOP,7,372,21,4,3,6,6,2,0,0.0,4.0,70.0,0.0,70.0
216,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,3,0.9,5,3,9,CLOSED_LOOP,7,372,21,4,3,6,6,2,0,0.0,4.0,70.0,0.0,70.0
214,8,400.0,15,8,3,0.15,400,GOVERNED,0.5,10,0.9,5,3,8,GOVERNED,2,151,219,7,109,69,69,13,0,0.0,1.0869565217391304,20.0,0.0,20.0
212,8,400.0,15,8,3,0.15,400,GOVERNED,0.5,3,0.9,5,3,8,GOVERNED,6,248,122,3,62,57,55,20,0,0.03508771929824561,1.1272727272727272,60.0,0.0,60.0
215,8,400.0,15,8,3,0.15,400,GOVERNED,0.5,25,0.9,5,3,8,GOVERNED,2,151,219,7,109,69,69,13,0,0.0,1.0869565217391304,20.0,0.0,20.0
211,8,400.0,15,8,3,0.15,400,GOVERNED,0.25,25,0.9,5,3,8,GOVERNED,3,382,15,1,4,5,5,1,0,0.0,1.0,30.0,0.0,30.0
220,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,3,0.9,5,3,9,CLOSED_LOOP,9,222,158,19,38,38,38,1,0,0.0,1.763157894736842,90.0,0.0,90.0
213,8,400.0,15,8,3,0.15,400,GOVERNED,0.5,5,0.9,5,3,8,GOVERNED,4,228,147,5,68,52,52,13,0,0.0,1.0961538461538463,40.0,0.0,40.0
223,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,25,0.9,5,3,9,CLOSED_LOOP,9,222,158,19,38,38,38,1,0,0.0,1.763157894736842,90.0,0.0,90.0
222,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,10,0.9,5,3,9,CLOSED_LOOP,9,222,158,19,38,38,38,1,0,0.0,1.763157894736842,90.0,0.0,90.0
224,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,3,0.9,5,3,9,CLOSED_LOOP,1,269,116,4,79,34,34,6,0,0.0,1.1470588235294117,10.0,0.0,10.0
226,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,10,0.9,5,3,9,CLOSED_LOOP,1,269,116,4,79,34,34,6,0,0.0,1.1470588235294117,10.0,0.0,10.0
225,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,5,0.9,5,3,9,CLOSED_LOOP,1,269,116,4,79,34,34,6,0,0.0,1.1470588235294117,10.0,0.0,10.0
230,9,400.0,15,8,3,0.15,400,GOVERNED,0.1,10,0.9,5,3,9,GOVERNED,7,372,21,4,3,6,6,2,0,0.0,4.0,70.0,0.0,70.0
219,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,25,0.9,5,3,9,CLOSED_LOOP,7,372,21,4,3,6,6,2,0,0.0,4.0,70.0,0.0,70.0
227,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,25,0.9,5,3,9,CLOSED_LOOP,1,269,116,4,79,34,34,6,0,0.0,1.1470588235294117,10.0,0.0,10.0
221,9,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,5,0.9,5,3,9,CLOSED_LOOP,9,222,158,19,38,38,38,1,0,0.0,1.763157894736842,90.0,0.0,90.0
228,9,400.0,15,8,3,0.15,400,GOVERNED,0.1,3,0.9,5,3,9,GOVERNED,8,376,16,3,2,7,7,4,0,0.0,3.0,80.0,0.0,80.0
231,9,400.0,15,8,3,0.15,400,GOVERNED,0.1,25,0.9,5,3,9,GOVERNED,7,372,21,4,3,6,6,2,0,0.0,4.0,70.0,0.0,70.0
232,9,400.0,15,8,3,0.15,400,GOVERNED,0.25,3,0.9,5,3,9,GOVERNED,11,365,25,3,3,12,12,7,0,0.0,1.75,110.0,0.0,110.0
234,9,400.0,15,8,3,0.15,400,GOVERNED,0.25,10,0.9,5,3,9,GOVERNED,13,298,74,10,12,41,40,18,0,0.024390243902439046,2.625,130.0,0.0,130.0
229,9,400.0,15,8,3,0.15,400,GOVERNED,0.1,5,0.9,5,3,9,GOVERNED,7,372,21,4,3,6,6,2,0,0.0,4.0,70.0,0.0,70.0
233,9,400.0,15,8,3,0.15,400,GOVERNED,0.25,5,0.9,5,3,9,GOVERNED,12,345,42,5,7,17,17,8,0,0.0,1.411764705882353,120.0,0.0,120.0
236,9,400.0,15,8,3,0.15,400,GOVERNED,0.5,3,0.9,5,3,9,GOVERNED,10,309,68,3,53,39,39,20,0,0.0,1.0,100.0,0.0,100.0
235,9,400.0,15,8,3,0.15,400,GOVERNED,0.25,25,0.9,5,3,9,GOVERNED,9,222,158,19,38,38,38,1,0,0.0,1.763157894736842,90.0,0.0,90.0
237,9,400.0,15,8,3,0.15,400,GOVERNED,0.5,5,0.9,5,3,9,GOVERNED,1,269,116,4,79,34,34,6,0,0.0,1.1470588235294117,10.0,0.0,10.0
238,9,400.0,15,8,3,0.15,400,GOVERNED,0.5,10,0.9,5,3,9,GOVERNED,1,269,116,4,79,34,34,6,0,0.0,1.1470588235294117,10.0,0.0,10.0
239,9,400.0,15,8,3,0.15,400,GOVERNED,0.5,25,0.9,5,3,9,GOVERNED,1,269,116,4,79,34,34,6,0,0.0,1.1470588235294117,10.0,0.0,10.0
241,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,5,0.9,5,3,10,CLOSED_LOOP,8,315,69,11,7,19,17,4,0,0.10526315789473684,2.2941176470588234,80.0,0.0,80.0
240,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,3,0.9,5,3,10,CLOSED_LOOP,8,315,69,11,7,19,17,4,0,0.10526315789473684,2.2941176470588234,80.0,0.0,80.0
243,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,25,0.9,5,3,10,CLOSED_LOOP,8,315,69,11,7,19,17,4,0,0.10526315789473684,2.2941176470588234,80.0,0.0,80.0
244,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,3,0.9,5,3,10,CLOSED_LOOP,6,175,201,22,59,52,49,1,0,0.05769230769230771,1.6938775510204083,60.0,0.0,60.0
246,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,10,0.9,5,3,10,CLOSED_LOOP,6,175,201,22,59,52,49,1,0,0.05769230769230771,1.6938775510204083,60.0,0.0,60.0
247,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,25,0.9,5,3,10,CLOSED_LOOP,6,175,201,22,59,52,49,1,0,0.05769230769230771,1.6938775510204083,60.0,0.0,60.0
245,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,5,0.9,5,3,10,CLOSED_LOOP,6,175,201,22,59,52,49,1,0,0.05769230769230771,1.6938775510204083,60.0,0.0,60.0
242,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,10,0.9,5,3,10,CLOSED_LOOP,8,315,69,11,7,19,17,4,0,0.10526315789473684,2.2941176470588234,80.0,0.0,80.0
254,10,400.0,15,8,3,0.15,400,GOVERNED,0.1,10,0.9,5,3,10,GOVERNED,11,317,64,10,7,21,20,8,0,0.04761904761904767,2.2,110.0,0.0,110.0
255,10,400.0,15,8,3,0.15,400,GOVERNED,0.1,25,0.9,5,3,10,GOVERNED,8,315,69,11,7,19,17,4,0,0.10526315789473684,2.2941176470588234,80.0,0.0,80.0
253,10,400.0,15,8,3,0.15,400,GOVERNED,0.1,5,0.9,5,3,10,GOVERNED,12,361,29,5,1,11,10,5,0,0.09090909090909094,2.8,120.0,0.0,120.0
248,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,3,0.9,5,3,10,CLOSED_LOOP,0,77,303,17,186,75,75,2,0,0.0,1.0,0.0,0.0,0.0
256,10,400.0,15,8,3,0.15,400,GOVERNED,0.25,3,0.9,5,3,10,GOVERNED,16,335,45,3,11,30,30,17,0,0.0,3.4,160.0,0.0,160.0
250,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,10,0.9,5,3,10,CLOSED_LOOP,0,77,303,17,186,75,75,2,0,0.0,1.0,0.0,0.0,0.0
252,10,400.0,15,8,3,0.15,400,GOVERNED,0.1,3,0.9,5,3,10,GOVERNED,18,363,19,3,1,21,19,15,0,0.09523809523809523,4.894736842105263,180.0,0.0,180.0
249,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,5,0.9,5,3,10,CLOSED_LOOP,0,77,303,17,186,75,75,2,0,0.0,1.0,0.0,0.0,0.0
251,10,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,25,0.9,5,3,10,CLOSED_LOOP,0,77,303,17,186,75,75,2,0,0.0,1.0,0.0,0.0,0.0
260,10,400.0,15,8,3,0.15,400,GOVERNED,0.5,3,0.9,5,3,10,GOVERNED,9,329,50,3,23,35,35,18,0,0.0,1.2571428571428571,90.0,0.0,90.0
264,11,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,3,0.9,5,3,11,CLOSED_LOOP,7,331,59,8,11,17,17,2,0,0.0,2.4705882352941178,70.0,0.0,70.0
265,11,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,5,0.9,5,3,11,CLOSED_LOOP,7,331,59,8,11,17,17,2,0,0.0,2.4705882352941178,70.0,0.0,70.0
258,10,400.0,15,8,3,0.15,400,GOVERNED,0.25,10,0.9,5,3,10,GOVERNED,12,276,101,10,25,39,38,13,0,0.02564102564102566,2.289473684210526,120.0,0.0,120.0
257,10,400.0,15,8,3,0.15,400,GOVERNED,0.25,5,0.9,5,3,10,GOVERNED,15,314,58,5,13,41,39,23,0,0.04878048780487809,2.051282051282051,150.0,0.0,150.0
266,11,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,10,0.9,5,3,11,CLOSED_LOOP,7,331,59,8,11,17,17,2,0,0.0,2.4705882352941178,70.0,0.0,70.0
267,11,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.1,25,0.9,5,3,11,CLOSED_LOOP,7,331,59,8,11,17,17,2,0,0.0,2.4705882352941178,70.0,0.0,70.0
269,11,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,5,0.9,5,3,11,CLOSED_LOOP,3,359,37,3,18,11,11,1,0,0.0,1.5454545454545454,30.0,0.0,30.0
261,10,400.0,15,8,3,0.15,400,GOVERNED,0.5,5,0.9,5,3,10,GOVERNED,5,294,83,5,47,42,42,18,0,0.0,1.0714285714285714,50.0,0.0,50.0
270,11,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,10,0.9,5,3,11,CLOSED_LOOP,3,359,37,3,18,11,11,1,0,0.0,1.5454545454545454,30.0,0.0,30.0
259,10,400.0,15,8,3,0.15,400,GOVERNED,0.25,25,0.9,5,3,10,GOVERNED,6,175,201,22,59,52,49,1,0,0.05769230769230771,1.6938775510204083,60.0,0.0,60.0
262,10,400.0,15,8,3,0.15,400,GOVERNED,0.5,10,0.9,5,3,10,GOVERNED,8,221,155,10,89,57,56,14,0,0.01754385964912286,1.5,80.0,0.0,80.0
271,11,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,25,0.9,5,3,11,CLOSED_LOOP,3,359,37,3,18,11,11,1,0,0.0,1.5454545454545454,30.0,0.0,30.0
268,11,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.25,3,0.9,5,3,11,CLOSED_LOOP,3,359,37,3,18,11,11,1,0,0.0,1.5454545454545454,30.0,0.0,30.0
263,10,400.0,15,8,3,0.15,400,GOVERNED,0.5,25,0.9,5,3,10,GOVERNED,0,77,303,17,186,75,75,2,0,0.0,1.0,0.0,0.0,0.0
276,11,400.0,15,8,3,0.15,400,GOVERNED,0.1,3,0.9,5,3,11,GOVERNED,12,374,20,3,2,7,7,3,0,0.0,1.7142857142857142,120.0,0.0,120.0
272,11,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.5,3,0.9,5,3,11,CLOSED_LOOP,1,79,305,6,146,91,91,7,0,0.0,1.021978021978022,10.0,0.0,10.0
277,11,400.0,15,8,3,0.15,400,GOVERNED,0.1,5,0.9,5,3,11,GOVERNED,12,351,39,5,7,16,16,5,0,0.0,2.5,120.0,0.0,120.0
